group	artifact	version	files
org.ow2.asm	asm	9.6	asm-9.6.jar,asm-9.6.pom
org.ow2.asm	asm	9.7	asm-9.7.jar,asm-9.7.pom
org.ow2.asm	asm-analysis	9.6	asm-analysis-9.6.jar,asm-analysis-9.6.pom
org.ow2.asm	asm-commons	9.6	asm-commons-9.6.jar,asm-commons-9.6.pom
org.ow2.asm	asm-tree	9.6	asm-tree-9.6.jar,asm-tree-9.6.pom
org.ow2.asm	asm-util	9.6	asm-util-9.6.jar,asm-util-9.6.pom
org.slf4j	slf4j-api	1.7.30	slf4j-api-1.7.30.jar,slf4j-api-1.7.30.pom
org.slf4j	slf4j-api	2.0.7	slf4j-api-2.0.7.jar,slf4j-api-2.0.7.pom
org.slf4j	slf4j-parent	1.7.30	slf4j-parent-1.7.30.pom
org.slf4j	slf4j-parent	2.0.7	slf4j-parent-2.0.7.pom
org.snakeyaml	snakeyaml-engine	2.7	snakeyaml-engine-2.7.jar,snakeyaml-engine-2.7.pom
org.sonatype.oss	oss-parent	7	oss-parent-7.pom
org.sonatype.oss	oss-parent	9	oss-parent-9.pom
org.tensorflow	tensorflow-lite-metadata	0.1.0-rc2	tensorflow-lite-metadata-0.1.0-rc2.jar,tensorflow-lite-metadata-0.1.0-rc2.pom
org.xerial	sqlite-jdbc	3.41.2.2	sqlite-jdbc-3.41.2.2.jar,sqlite-jdbc-3.41.2.2.pom
